mobility_pair,origin,region_origin,income_origin,destination,region_destination,income_destination,r_origin,r_mobi_origin,r_coll_origin,r_mobi,r_coll,r_coll_mobi,MRot_c,r_no_coll,r_no_coll_mobi,MRot_nc,CMR_ot,MRot_all,prop_mobi,prop_coll
NL-ID,NL,Europe & Central Asia,High,ID,East Asia & Pacific,Lower middle,171619,36327,103040,291,1778,81,0.045556805,169841,210,0.001236451,36.84482565,0.001695616,0.008010571,0.017255435
ID-MY,ID,East Asia & Pacific,Lower middle,MY,East Asia & Pacific,Upper middle,80913,3695,15274,291,3460,95,0.027456647,77453,196,0.002530567,10.84999853,0.003596455,0.078755074,0.226528742
US-CY,US,North America,High,CY,Europe & Central Asia,High,2615677,243148,926952,289,1936,38,0.019628099,2613741,251,0.000096,204.3934963,0.000110488,0.001188577,0.002088566
US-VE,US,North America,High,VE,Latin America & Caribbean,Upper middle,2615677,243148,926952,289,2395,56,0.023382046,2613282,233,0.0000892,262.2484109,0.000110488,0.001188577,0.002583737
SE-AT,SE,Europe & Central Asia,High,AT,Europe & Central Asia,High,102575,21422,63065,288,3774,90,0.023847377,98801,198,0.002004028,11.89972058,0.002807702,0.013444123,0.059843019
LK-US,LK,South Asia,Lower middle,US,North America,High,7698,1475,3179,286,869,57,0.065592635,6829,229,0.03353346,1.956035397,0.037152507,0.193898305,0.273356401
AU-NO,AU,East Asia & Pacific,High,NO,Europe & Central Asia,High,223090,37804,111340,285,3711,92,0.024791161,219379,193,0.000879756,28.17958653,0.001277511,0.007538885,0.03333034
PH-JP,PH,East Asia & Pacific,Lower middle,JP,East Asia & Pacific,High,8475,1639,4354,284,1266,102,0.08056872,7209,182,0.02524622,3.191318161,0.033510324,0.173276388,0.290767111
IL-IT,IL,Middle East & North Africa,High,IT,Europe & Central Asia,High,66641,13730,34396,284,4183,85,0.020320344,62458,199,0.003186141,6.377728951,0.004261641,0.020684632,0.121612978
AU-RU,AU,East Asia & Pacific,High,RU,Europe & Central Asia,Upper middle,223090,37804,111340,283,1830,26,0.01420765,221260,257,0.001161529,12.23184708,0.001268546,0.00748598,0.016436142
GH-US,GH,Sub-Saharan Africa,Lower middle,US,North America,High,6461,1391,4281,283,1760,127,0.072159091,4701,156,0.033184429,2.174486451,0.043801269,0.203450755,0.411118897
MY-SG,MY,East Asia & Pacific,Upper middle,SG,East Asia & Pacific,High,72118,10457,31442,281,1837,46,0.025040827,70281,235,0.00334372,7.488912311,0.003896392,0.026871952,0.058425037
BE-DK,BE,Europe & Central Asia,High,DK,Europe & Central Asia,High,83707,19098,54184,280,4305,90,0.020905923,79402,190,0.002392887,8.736695397,0.003345001,0.014661221,0.079451499
QA-US,QA,Middle East & North Africa,High,US,North America,High,4342,810,2719,280,1304,117,0.089723926,3038,163,0.05365372,1.672277843,0.064486412,0.345679012,0.479588084
US-RS,US,North America,High,RS,Europe & Central Asia,Upper middle,2615677,243148,926952,280,2858,55,0.019244227,2612819,225,0.0000861,223.4741389,0.000107047,0.001151562,0.003083223
IN-ET,IN,South Asia,Lower middle,ET,Sub-Saharan Africa,Low,437424,50061,117155,278,1224,15,0.012254902,436200,263,0.000602934,20.32543055,0.000635539,0.005553225,0.010447697
ID-UK,ID,East Asia & Pacific,Lower middle,UK,Europe & Central Asia,High,80913,3695,15274,277,1760,66,0.0375,79153,211,0.002665723,14.0674763,0.00342343,0.074966171,0.115228493
IN-NP,IN,South Asia,Lower middle,NP,South Asia,Lower middle,437424,50061,117155,277,1412,39,0.027620397,436012,238,0.000545857,50.60010236,0.000633253,0.005533249,0.012052409
SG-JP,SG,East Asia & Pacific,High,JP,East Asia & Pacific,High,53681,10796,30058,277,3234,74,0.02288188,50447,203,0.004024025,5.686316264,0.005160113,0.025657651,0.107591989
ET-US,ET,Sub-Saharan Africa,Low,US,North America,High,8684,1519,4661,277,1904,139,0.073004202,6780,138,0.020353982,3.58672817,0.031897743,0.182356814,0.408496031
TH-CA,TH,East Asia & Pacific,Upper middle,CA,North America,High,41622,6795,20329,276,1356,64,0.04719764,40266,212,0.005264988,8.964434797,0.006631109,0.040618102,0.06670274
IL-NL,IL,Middle East & North Africa,High,NL,Europe & Central Asia,High,66641,13730,34396,276,3024,62,0.020502646,63617,214,0.003363881,6.094938313,0.004141595,0.020101966,0.0879172
NL-PL,NL,Europe & Central Asia,High,PL,Europe & Central Asia,High,171619,36327,103040,276,5119,81,0.015823403,166500,195,0.001171171,13.5107518,0.001608214,0.007597655,0.049679736
DE-RO,DE,Europe & Central Asia,High,RO,Europe & Central Asia,Upper middle,617925,99584,325627,276,4566,70,0.015330705,613359,206,0.000335856,45.64672824,0.000446656,0.00277153,0.014022179
JP-BR,JP,East Asia & Pacific,High,BR,Latin America & Caribbean,Upper middle,931361,62618,201783,275,3524,52,0.014755959,927837,223,0.000240344,61.39517874,0.000295267,0.004391708,0.017464306
IR-DK,IR,Middle East & North Africa,Lower middle,DK,Europe & Central Asia,High,155232,20341,59089,275,2066,71,0.034365924,153166,204,0.001331888,25.8024078,0.001771542,0.013519493,0.034964207
TW-IN,TW,East Asia & Pacific,High,IN,South Asia,Lower middle,162345,12502,49839,275,2639,85,0.03220917,159706,190,0.001189686,27.07367224,0.001693923,0.021996481,0.052950501
CZ-IT,CZ,Europe & Central Asia,High,IT,Europe & Central Asia,High,49125,6870,27795,274,4528,128,0.028268551,44597,146,0.003273763,8.634880682,0.005577608,0.039883552,0.162906998
IN-PT,IN,South Asia,Lower middle,PT,Europe & Central Asia,High,437424,50061,117155,273,2229,61,0.027366532,435195,212,0.000487138,56.17819777,0.000624108,0.005453347,0.019026077
US-EC,US,North America,High,EC,Latin America & Caribbean,Upper middle,2615677,243148,926952,273,2631,61,0.023185101,2613046,212,0.0000811,285.7723335,0.000104371,0.001122773,0.002838335
TR-SE,TR,Europe & Central Asia,Upper middle,SE,Europe & Central Asia,High,133062,13623,39929,272,1858,72,0.038751346,131204,200,0.001524344,25.4216577,0.00204416,0.019966234,0.046532595
MY-IN,MY,East Asia & Pacific,Upper middle,IN,South Asia,Lower middle,72118,10457,31442,271,2989,91,0.030444965,69129,180,0.002603828,11.69238876,0.00375773,0.025915655,0.095063927
TW-VN,TW,East Asia & Pacific,High,VN,East Asia & Pacific,Lower middle,162345,12502,49839,271,1378,51,0.03701016,160967,220,0.00136674,27.07915622,0.001669285,0.021676532,0.02764903
BE-JP,BE,Europe & Central Asia,High,JP,East Asia & Pacific,High,83707,19098,54184,270,3904,86,0.022028689,79803,184,0.002305678,9.5541056,0.003225537,0.014137606,0.07205079
HU-CH,HU,Europe & Central Asia,High,CH,Europe & Central Asia,High,30883,6175,18020,270,1753,72,0.041072447,29130,198,0.006797116,6.042628222,0.008742674,0.043724696,0.097280799
DE-ID,DE,Europe & Central Asia,High,ID,East Asia & Pacific,Lower middle,617925,99584,325627,269,1621,33,0.020357804,616304,236,0.000382928,53.16354207,0.000435328,0.002701237,0.004978088
PT-SE,PT,Europe & Central Asia,High,SE,Europe & Central Asia,High,63722,9785,34955,269,3006,87,0.028942116,60716,182,0.002997562,9.655217038,0.004221462,0.027491058,0.085996281
SK-DE,SK,Europe & Central Asia,High,DE,Europe & Central Asia,High,18007,2646,10342,268,2371,106,0.044706875,15636,162,0.010360706,4.315041317,0.014883101,0.101284958,0.229259331
FI-CN,FI,Europe & Central Asia,High,CN,East Asia & Pacific,Upper middle,54501,10514,33625,268,3122,127,0.040679052,51379,141,0.002744312,14.8230426,0.004917341,0.025489823,0.092847584
FI-ES,FI,Europe & Central Asia,High,ES,Europe & Central Asia,High,54501,10514,33625,267,4174,108,0.025874461,50327,159,0.003159338,8.189836454,0.004898993,0.025394712,0.124133829
NO-CA,NO,Europe & Central Asia,High,CA,North America,High,45792,6857,28470,266,3444,98,0.028455285,42348,168,0.003967129,7.172764228,0.005808875,0.038792475,0.120969442
JO-SA,JO,Middle East & North Africa,Upper middle,SA,Middle East & North Africa,High,6850,1529,3577,265,790,38,0.048101266,6060,227,0.037458746,1.284113088,0.038686131,0.173315893,0.220855465
IN-FI,IN,South Asia,Lower middle,FI,Europe & Central Asia,High,437424,50061,117155,265,1705,25,0.014662757,435719,240,0.000550814,26.62017351,0.00060582,0.005293542,0.014553369
AR-CL,AR,Latin America & Caribbean,Upper middle,CL,Latin America & Caribbean,High,46807,7366,24052,265,3113,110,0.035335689,43694,155,0.003547398,9.961016756,0.005661546,0.035976106,0.129427906
GR-CA,GR,Europe & Central Asia,High,CA,North America,High,63976,12402,31436,264,1952,49,0.025102459,62024,215,0.0034664,7.241650782,0.004126547,0.021286889,0.062094414
US-LK,US,North America,High,LK,South Asia,Lower middle,2615677,243148,926952,264,1582,39,0.024652339,2614095,225,0.0000861,286.4158028,0.00010093,0.001085758,0.001706669
UK-ID,UK,Europe & Central Asia,High,ID,East Asia & Pacific,Lower middle,620073,107707,294247,264,1583,34,0.021478206,618490,230,0.000371873,57.75676344,0.000425756,0.002451094,0.005379834
DE-IR,DE,Europe & Central Asia,High,IR,Middle East & North Africa,Lower middle,617925,99584,325627,263,3368,74,0.021971496,614557,189,0.000307539,71.44305257,0.000425618,0.002640987,0.010343123
BR-PE,BR,Latin America & Caribbean,Upper middle,PE,Latin America & Caribbean,Upper middle,406687,33809,138687,263,2428,50,0.020593081,404259,213,0.00052689,39.084217,0.000646689,0.007778994,0.017507048
US-IQ,US,North America,High,IQ,Middle East & North Africa,Upper middle,2615677,243148,926952,262,1177,32,0.027187766,2614500,230,0.000088,309.0539692,0.000100165,0.001077533,0.001269753
NL-IE,NL,Europe & Central Asia,High,IE,Europe & Central Asia,High,171619,36327,103040,262,3975,63,0.015849057,167644,199,0.001187039,13.351755,0.001526637,0.007212266,0.038577252
IT-HU,IT,Europe & Central Asia,High,HU,Europe & Central Asia,High,315823,59697,171682,261,5063,87,0.017183488,310760,174,0.000559918,30.68931464,0.000826412,0.004372079,0.02949057
BD-MY,BD,South Asia,Lower middle,MY,East Asia & Pacific,Upper middle,24103,5521,9569,261,1141,70,0.061349693,22962,191,0.008318091,7.375453699,0.010828528,0.047274045,0.11923921
IR-JP,IR,Middle East & North Africa,Lower middle,JP,East Asia & Pacific,High,155232,20341,59089,261,2293,67,0.029219363,152939,194,0.00126848,23.03494949,0.001681354,0.012831228,0.038805869
EG-CN,EG,Middle East & North Africa,Lower middle,CN,East Asia & Pacific,Upper middle,68973,8576,26320,260,1464,81,0.055327869,67509,179,0.002651498,20.86664301,0.003769591,0.030317164,0.0556231
PT-BE,PT,Europe & Central Asia,High,BE,Europe & Central Asia,High,63722,9785,34955,260,3322,73,0.021974714,60400,187,0.003096026,7.097715119,0.004080223,0.026571283,0.095036475
IR-TR,IR,Middle East & North Africa,Lower middle,TR,Europe & Central Asia,Upper middle,155232,20341,59089,259,3030,46,0.015181518,152202,213,0.001399456,10.84815693,0.00166847,0.012732904,0.05127858
ES-PL,ES,Europe & Central Asia,High,PL,Europe & Central Asia,High,348691,47132,149667,259,7552,92,0.012182203,341139,167,0.000489537,24.88517774,0.000742778,0.005495205,0.050458685
ID-TW,ID,East Asia & Pacific,Lower middle,TW,East Asia & Pacific,High,80913,3695,15274,259,966,53,0.054865424,79947,206,0.002576707,21.29284508,0.003200969,0.070094723,0.06324473
CA-FI,CA,North America,High,FI,Europe & Central Asia,High,331986,58798,157507,258,3565,66,0.018513324,328421,192,0.000584615,31.66752279,0.000777141,0.004387904,0.022633915
CZ-AT,CZ,Europe & Central Asia,High,AT,Europe & Central Asia,High,49125,6870,27795,258,3649,98,0.026856673,45476,160,0.003518339,7.633337901,0.005251908,0.037554585,0.131282605
IN-DK,IN,South Asia,Lower middle,DK,Europe & Central Asia,High,437424,50061,117155,257,1950,48,0.024615385,435474,209,0.000479937,51.28880383,0.000587531,0.005133737,0.016644616
CN-PT,CN,East Asia & Pacific,Upper middle,PT,Europe & Central Asia,High,2019527,123439,635973,257,3915,78,0.019923372,2015612,179,0.0000888,224.3451786,0.000127258,0.002082,0.006155922
AU-AT,AU,East Asia & Pacific,High,AT,Europe & Central Asia,High,223090,37804,111340,256,3224,58,0.017990074,219866,198,0.000900549,19.9767965,0.001147519,0.00677177,0.02895635
CZ-CA,CZ,Europe & Central Asia,High,CA,North America,High,49125,6870,27795,256,2364,74,0.031302876,46761,182,0.003892132,8.042603336,0.005211196,0.037263464,0.085051268
TR-BE,TR,Europe & Central Asia,Upper middle,BE,Europe & Central Asia,High,133062,13623,39929,255,1842,52,0.028230185,131220,203,0.00154702,18.24810257,0.0019164,0.018718344,0.046131884
VN-US,VN,East Asia & Pacific,Lower middle,US,North America,High,14483,2460,10103,254,2220,98,0.044144144,12263,156,0.012721194,3.470125895,0.017537803,0.103252033,0.219736712
IR-BE,IR,Middle East & North Africa,Lower middle,BE,Europe & Central Asia,High,155232,20341,59089,253,1766,36,0.020385051,153466,217,0.001413994,14.41664623,0.001629819,0.012437933,0.029887119
FR-RE,FR,Europe & Central Asia,High,RE,#N/A,#N/A,376508,76371,193058,252,1041,52,0.049951969,375467,200,0.00053267,93.77658021,0.000669308,0.003299682,0.005392162
AU-BR,AU,East Asia & Pacific,High,BR,Latin America & Caribbean,Upper middle,223090,37804,111340,252,4161,65,0.015621245,218929,187,0.000854158,18.28846804,0.001129589,0.006665961,0.037372014
CU-ES,CU,Latin America & Caribbean,Upper middle,ES,Europe & Central Asia,High,5964,1484,3964,251,1385,131,0.094584838,4579,120,0.026206595,3.609199759,0.042085848,0.169137466,0.349394551
BY-RU,BY,Europe & Central Asia,Upper middle,RU,Europe & Central Asia,Upper middle,8362,1046,4081,250,2166,136,0.06278855,6196,114,0.018398967,3.412612788,0.029897154,0.239005736,0.530752267
FI-JP,FI,Europe & Central Asia,High,JP,East Asia & Pacific,High,54501,10514,33625,249,2890,104,0.035986159,51611,145,0.002809479,12.80883904,0.004568724,0.023682709,0.085947955
SI-UK,SI,Europe & Central Asia,High,UK,Europe & Central Asia,High,12618,2002,7653,249,2097,108,0.051502146,10521,141,0.013401768,3.842936718,0.019733714,0.124375624,0.274010192
NL-IL,NL,Europe & Central Asia,High,IL,Middle East & North Africa,High,171619,36327,103040,249,3743,73,0.019503072,167876,176,0.001048393,18.60282831,0.001450888,0.006854406,0.036325699
DE-TH,DE,Europe & Central Asia,High,TH,East Asia & Pacific,Upper middle,617925,99584,325627,248,2256,40,0.017730496,615669,208,0.000337844,52.48133183,0.000401343,0.00249036,0.006928172
BD-KR,BD,South Asia,Lower middle,KR,East Asia & Pacific,High,24103,5521,9569,248,733,36,0.049113233,23370,212,0.009071459,5.414038971,0.010289176,0.044919399,0.076601526
TR-JP,TR,Europe & Central Asia,Upper middle,JP,East Asia & Pacific,High,133062,13623,39929,248,2122,79,0.037229029,130940,169,0.001290667,28.84478749,0.001863793,0.018204507,0.053144331
FR-AR,FR,Europe & Central Asia,High,AR,Latin America & Caribbean,Upper middle,376508,76371,193058,246,3249,52,0.016004925,373259,194,0.000519746,30.79372241,0.000653373,0.003221118,0.016829139
VE-ES,VE,Latin America & Caribbean,Upper middle,ES,Europe & Central Asia,High,6602,1679,3526,245,888,72,0.081081081,5714,173,0.030276514,2.67801906,0.037109967,0.145920191,0.251843449
DK-BE,DK,Europe & Central Asia,High,BE,Europe & Central Asia,High,61926,12340,39342,245,3601,87,0.024159956,58325,158,0.002708958,8.91854056,0.003956335,0.019854133,0.09153068
MY-CA,MY,East Asia & Pacific,Upper middle,CA,North America,High,72118,10457,31442,245,1678,39,0.023241955,70440,206,0.002924475,7.94739461,0.00339721,0.023429282,0.053368106
FR-TH,FR,Europe & Central Asia,High,TH,East Asia & Pacific,Upper middle,376508,76371,193058,244,1916,61,0.031837161,374592,183,0.000488532,65.1691023,0.000648061,0.00319493,0.009924479
PL-AT,PL,Europe & Central Asia,High,AT,Europe & Central Asia,High,111589,12171,49777,244,3444,81,0.023519164,108145,163,0.001507236,15.60417157,0.002186595,0.020047654,0.069188581
KR-CH,KR,East Asia & Pacific,High,CH,Europe & Central Asia,High,308842,28777,104711,244,2355,53,0.022505308,306487,191,0.000623191,36.11300675,0.000790048,0.008478994,0.022490474
IE-NL,IE,Europe & Central Asia,High,NL,Europe & Central Asia,High,41190,8333,22561,244,2862,79,0.027603075,38328,165,0.004304947,6.411943333,0.005923768,0.029281171,0.126856079
UK-LK,UK,Europe & Central Asia,High,LK,South Asia,Lower middle,620073,107707,294247,243,1061,22,0.020735156,619012,221,0.000357021,58.07832618,0.000391889,0.002256121,0.003605814
VN-AU,VN,East Asia & Pacific,Lower middle,AU,East Asia & Pacific,High,14483,2460,10103,243,1835,102,0.055585831,12648,141,0.011148008,4.986167314,0.016778292,0.098780488,0.181629219
AT-BE,AT,Europe & Central Asia,High,BE,Europe & Central Asia,High,66139,14393,41426,242,3382,88,0.026020106,62757,154,0.00245391,10.6035313,0.003658961,0.016813729,0.08163955
CA-ZA,CA,North America,High,ZA,Sub-Saharan Africa,Upper middle,331986,58798,157507,242,2893,67,0.02315935,329093,175,0.000531765,43.55188583,0.000728946,0.004115786,0.018367438
RU-KR,RU,Europe & Central Asia,Upper middle,KR,East Asia & Pacific,High,267511,19827,85747,242,2958,85,0.028735632,264553,157,0.000593454,48.42100447,0.000904636,0.012205578,0.034496834
FR-NZ,FR,Europe & Central Asia,High,NZ,East Asia & Pacific,High,376508,76371,193058,240,2718,53,0.019499632,373790,187,0.000500281,38.97736618,0.000637437,0.003142554,0.014078671
RO-IT,RO,Europe & Central Asia,Upper middle,IT,Europe & Central Asia,High,34906,3842,14724,240,2962,106,0.035786631,31944,134,0.004194841,8.531105445,0.006875609,0.062467465,0.201168161
CZ-SE,CZ,Europe & Central Asia,High,SE,Europe & Central Asia,High,49125,6870,27795,240,2832,70,0.024717514,46293,170,0.003672261,6.73086989,0.004885496,0.034934498,0.101888829
KR-BD,KR,East Asia & Pacific,High,BD,South Asia,Lower middle,308842,28777,104711,240,1354,52,0.038404727,307488,188,0.000611406,62.8137905,0.000777096,0.008339994,0.012930829
CL-CA,CL,Latin America & Caribbean,High,CA,North America,High,35845,5227,18978,239,2071,66,0.031868662,33774,173,0.005122283,6.221573449,0.006667597,0.045724125,0.109126357
ES-GR,ES,Europe & Central Asia,High,GR,Europe & Central Asia,High,348691,47132,149667,239,6872,90,0.013096624,341819,149,0.000435903,30.04479807,0.000685421,0.005070865,0.045915265
MX-BR,MX,Latin America & Caribbean,Upper middle,BR,Latin America & Caribbean,Upper middle,82026,10119,37635,238,3133,71,0.022661985,78893,167,0.002116791,10.70582041,0.002901519,0.023520111,0.083246978
DE-VN,DE,Europe & Central Asia,High,VN,East Asia & Pacific,Lower middle,617925,99584,325627,238,1308,32,0.024464832,616617,206,0.000334081,73.23024851,0.00038516,0.002389942,0.004016866
BE-AT,BE,Europe & Central Asia,High,AT,Europe & Central Asia,High,83707,19098,54184,237,3943,63,0.015977682,79764,174,0.002181435,7.324389796,0.002831304,0.012409676,0.07277056
DE-TW,DE,Europe & Central Asia,High,TW,East Asia & Pacific,High,617925,99584,325627,236,3435,45,0.013100437,614490,191,0.000310827,42.14705412,0.000381923,0.002369859,0.01054888
TR-ES,TR,Europe & Central Asia,Upper middle,ES,Europe & Central Asia,High,133062,13623,39929,236,3155,73,0.023137876,129907,163,0.001254744,18.44031968,0.001773609,0.017323644,0.079015252
DE-AR,DE,Europe & Central Asia,High,AR,Latin America & Caribbean,Upper middle,617925,99584,325627,236,4096,70,0.017089844,613829,166,0.000270434,63.1942271,0.000381923,0.002369859,0.012578809
IN-BR,IN,South Asia,Lower middle,BR,Latin America & Caribbean,Upper middle,437424,50061,117155,235,3241,51,0.015735884,434183,184,0.000423784,37.1318115,0.000537236,0.004694273,0.027664206
UA-UK,UA,Europe & Central Asia,Lower middle,UK,Europe & Central Asia,High,54686,4818,18824,235,2067,95,0.045960329,52619,140,0.002660636,17.27418965,0.004297261,0.048775425,0.10980663
CO-MX,CO,Latin America & Caribbean,Upper middle,MX,Latin America & Caribbean,Upper middle,31309,4311,14388,234,1983,70,0.03530005,29326,164,0.005592307,6.3122517,0.007473889,0.054279749,0.137823186
NL-RU,NL,Europe & Central Asia,High,RU,Europe & Central Asia,Upper middle,171619,36327,103040,234,3393,76,0.022399057,168226,158,0.000939213,23.84875787,0.001363485,0.00644149,0.03292896
CH-NO,CH,Europe & Central Asia,High,NO,Europe & Central Asia,High,111420,26940,72388,234,2844,49,0.017229255,108576,185,0.001703876,10.11180294,0.002100162,0.008685969,0.03928828
US-ET,US,North America,High,ET,Sub-Saharan Africa,Low,2615677,243148,926952,233,2368,71,0.029983108,2613309,162,0.000062,483.6736189,8.91E-05,0.000958264,0.002554609
TH-FR,TH,East Asia & Pacific,Upper middle,FR,Europe & Central Asia,High,41622,6795,20329,233,1595,95,0.059561129,40027,138,0.003447673,17.27574849,0.005598001,0.034289919,0.078459344
CZ-NL,CZ,Europe & Central Asia,High,NL,Europe & Central Asia,High,49125,6870,27795,232,2995,72,0.024040067,46130,160,0.003468459,6.931051753,0.004722646,0.033770015,0.107753193
CN-TH,CN,East Asia & Pacific,Upper middle,TH,East Asia & Pacific,Upper middle,2019527,123439,635973,230,4930,72,0.014604462,2014597,158,0.0000784,186.2158626,0.000113888,0.001863268,0.007751901
UK-GH,UK,Europe & Central Asia,High,GH,Sub-Saharan Africa,Lower middle,620073,107707,294247,229,1752,42,0.023972603,618321,187,0.000302432,79.26611604,0.000369311,0.002126139,0.005954181
FR-IR,FR,Europe & Central Asia,High,IR,Middle East & North Africa,Lower middle,376508,76371,193058,229,1882,50,0.026567481,374626,179,0.00047781,55.60262172,0.000608221,0.00299852,0.009748366
DE-HR,DE,Europe & Central Asia,High,HR,Europe & Central Asia,High,617925,99584,325627,228,3870,33,0.008527132,614055,195,0.000317561,26.85193798,0.000368977,0.002289524,0.011884764
NL-GR,NL,Europe & Central Asia,High,GR,Europe & Central Asia,High,171619,36327,103040,228,3966,68,0.017145739,167653,160,0.000954352,17.9658409,0.001328524,0.006276323,0.038489907
BR-MX,BR,Latin America & Caribbean,Upper middle,MX,Latin America & Caribbean,Upper middle,406687,33809,138687,227,5004,54,0.010791367,401683,173,0.000430688,25.05611927,0.000558169,0.006714189,0.036081248
ZA-CH,ZA,Sub-Saharan Africa,Upper middle,CH,Europe & Central Asia,High,46536,7541,23548,227,2082,76,0.036503362,44454,151,0.00339677,10.74649312,0.004877944,0.030102108,0.088415152
HU-IT,HU,Europe & Central Asia,High,IT,Europe & Central Asia,High,30883,6175,18020,226,2918,97,0.033241947,27965,129,0.004612909,7.206287093,0.007317942,0.03659919,0.161931188
SG-MY,SG,East Asia & Pacific,High,MY,East Asia & Pacific,Upper middle,53681,10796,30058,225,1446,44,0.030428769,52235,181,0.00346511,8.781473755,0.004191427,0.020841052,0.048106993
TH-CN,TH,East Asia & Pacific,Upper middle,CN,East Asia & Pacific,Upper middle,41622,6795,20329,225,2064,99,0.047965116,39558,126,0.003185196,15.05876246,0.005405795,0.033112583,0.101529834
CO-DE,CO,Latin America & Caribbean,Upper middle,DE,Europe & Central Asia,High,31309,4311,14388,225,1309,56,0.042780749,30000,169,0.005633333,7.594215739,0.007186432,0.052192067,0.090978593
US-SI,US,North America,High,SI,Europe & Central Asia,High,2615677,243148,926952,225,4239,57,0.013446568,2611438,168,0.0000643,209.0171284,8.60E-05,0.000925362,0.004573052
CN-MY,CN,East Asia & Pacific,Upper middle,MY,East Asia & Pacific,Upper middle,2019527,123439,635973,224,5591,71,0.012698981,2013936,153,0.000076,167.1564314,0.000110917,0.001814661,0.008791254
LK-UK,LK,South Asia,Lower middle,UK,Europe & Central Asia,High,7698,1475,3179,224,972,70,0.072016461,6726,154,0.022896224,3.145342312,0.029098467,0.151864407,0.305756527
DK-FI,DK,Europe & Central Asia,High,FI,Europe & Central Asia,High,61926,12340,39342,224,4068,94,0.023107178,57858,130,0.00224688,10.28411618,0.003617221,0.01815235,0.103400946
ID-US,ID,East Asia & Pacific,Lower middle,US,North America,High,80913,3695,15274,224,2250,77,0.034222222,78663,147,0.001868731,18.31307937,0.002768406,0.060622463,0.147309153
FI-RU,FI,Europe & Central Asia,High,RU,Europe & Central Asia,Upper middle,54501,10514,33625,224,3028,87,0.028731836,51473,137,0.00266159,10.79499127,0.004110016,0.021304927,0.090052045
RU-AT,RU,Europe & Central Asia,Upper middle,AT,Europe & Central Asia,High,267511,19827,85747,224,3185,64,0.020094192,264326,160,0.000605313,33.19635793,0.000837349,0.011297725,0.037144157
HU-SE,HU,Europe & Central Asia,High,SE,Europe & Central Asia,High,30883,6175,18020,222,1666,68,0.040816327,29217,154,0.005270904,7.743705274,0.007188421,0.035951417,0.09245283
TW-SG,TW,East Asia & Pacific,High,SG,East Asia & Pacific,High,162345,12502,49839,222,2343,48,0.020486556,160002,174,0.001087486,18.83844761,0.001367458,0.017757159,0.047011377
CO-FR,CO,Latin America & Caribbean,Upper middle,FR,Europe & Central Asia,High,31309,4311,14388,222,1465,74,0.050511945,29844,148,0.004959121,10.18566553,0.007090613,0.051496173,0.101820962
SE-RU,SE,Europe & Central Asia,High,RU,Europe & Central Asia,Upper middle,102575,21422,63065,222,3096,77,0.024870801,99479,145,0.001457594,17.06291321,0.00216427,0.010363178,0.049092206
FR-PK,FR,Europe & Central Asia,High,PK,South Asia,Lower middle,376508,76371,193058,222,1059,27,0.025495751,375449,195,0.000519378,49.08899542,0.000589629,0.002906863,0.005485398
DE-SK,DE,Europe & Central Asia,High,SK,Europe & Central Asia,High,617925,99584,325627,221,3869,57,0.014732489,614056,164,0.000267077,55.16203216,0.000357649,0.002219232,0.011881693
CA-RU,CA,North America,High,RU,Europe & Central Asia,Upper middle,331986,58798,157507,221,2793,59,0.021124239,329193,162,0.000492113,42.92562756,0.000665691,0.003758631,0.017732545
IN-CZ,IN,South Asia,Lower middle,CZ,Europe & Central Asia,High,437424,50061,117155,221,1844,34,0.018438178,435580,187,0.000429313,42.94813646,0.000505231,0.004414614,0.015739832
MX-CO,MX,Latin America & Caribbean,Upper middle,CO,Latin America & Caribbean,Upper middle,82026,10119,37635,221,2464,50,0.020292208,79562,171,0.002149267,9.441454014,0.002694268,0.021840103,0.065470971
IT-AR,IT,Europe & Central Asia,High,AR,Latin America & Caribbean,Upper middle,315823,59697,171682,220,3192,50,0.01566416,312631,170,0.000543772,28.80648312,0.000696593,0.003685277,0.018592514
SG-FR,SG,East Asia & Pacific,High,FR,Europe & Central Asia,High,53681,10796,30058,220,2162,70,0.032377428,51519,150,0.002911547,11.12035153,0.004098284,0.020377918,0.071927607
NG-MY,NG,Sub-Saharan Africa,Lower middle,MY,East Asia & Pacific,Upper middle,28934,3944,11566,220,957,71,0.074190178,27977,149,0.005325803,13.93032617,0.007603511,0.055780933,0.082742521
UK-BD,UK,Europe & Central Asia,High,BD,South Asia,Lower middle,620073,107707,294247,220,1392,48,0.034482759,618681,172,0.000278011,124.0338813,0.000354797,0.002042578,0.004730719
AU-FI,AU,East Asia & Pacific,High,FI,Europe & Central Asia,High,223090,37804,111340,220,3192,63,0.019736842,219898,157,0.000713967,27.64389876,0.000986149,0.00581949,0.028668942
CA-PL,CA,North America,High,PL,Europe & Central Asia,High,331986,58798,157507,219,3111,62,0.019929283,328875,157,0.000477385,41.74677076,0.000659666,0.003724616,0.019751503
AT-JP,AT,Europe & Central Asia,High,JP,East Asia & Pacific,High,66139,14393,41426,219,2683,58,0.021617592,63456,161,0.002537191,8.520285302,0.003311208,0.01521573,0.064766089
AU-BD,AU,East Asia & Pacific,High,BD,South Asia,Lower middle,223090,37804,111340,219,1189,42,0.035323802,221901,177,0.000797653,44.28467164,0.000981667,0.005793038,0.010679001
