mobility_pair,origin,region_origin,income_origin,destination,region_destination,income_destination,r_origin,r_mobi_origin,r_coll_origin,r_mobi,r_coll,r_coll_mobi,MRot_c,r_no_coll,r_no_coll_mobi,MRot_nc,CMR_ot,MRot_all,prop_mobi,prop_coll
FR-CM,FR,Europe & Central Asia,High,CM,Sub-Saharan Africa,Lower middle,376508,76371,193058,218,1589,63,0.039647577,374919,155,0.000413423,95.90083843,0.000579005,0.002854487,0.008230687
NL-SG,NL,Europe & Central Asia,High,SG,East Asia & Pacific,High,171619,36327,103040,218,2157,42,0.019471488,169462,176,0.001038581,18.74816665,0.001270256,0.006001046,0.020933618
IR-KR,IR,Middle East & North Africa,Lower middle,KR,East Asia & Pacific,High,155232,20341,59089,218,2041,63,0.030867222,153191,155,0.001011809,30.5069716,0.00140435,0.010717271,0.034541116
BE-BR,BE,Europe & Central Asia,High,BR,Latin America & Caribbean,Upper middle,83707,19098,54184,217,2451,68,0.027743778,81256,149,0.001833711,15.12985523,0.002592376,0.011362446,0.045234756
TR-AU,TR,Europe & Central Asia,Upper middle,AU,East Asia & Pacific,High,133062,13623,39929,217,1881,45,0.023923445,131181,172,0.001311165,18.24593858,0.001630819,0.015928944,0.047108618
BR-AT,BR,Latin America & Caribbean,Upper middle,AT,Europe & Central Asia,High,406687,33809,138687,217,2517,48,0.019070322,404170,169,0.000418141,45.60740809,0.00053358,0.006418409,0.018148781
IT-RO,IT,Europe & Central Asia,High,RO,Europe & Central Asia,Upper middle,315823,59697,171682,216,4394,81,0.018434228,311429,135,0.000433486,42.52558034,0.000683927,0.003618272,0.02559383
CA-TH,CA,North America,High,TH,East Asia & Pacific,Upper middle,331986,58798,157507,216,1233,25,0.02027575,330753,191,0.00057747,35.11133616,0.00065063,0.003673594,0.007828224
FR-TR,FR,Europe & Central Asia,High,TR,Europe & Central Asia,Upper middle,376508,76371,193058,216,3652,52,0.014238773,372856,164,0.000439848,32.37202468,0.000573693,0.002828299,0.018916595
ZA-FR,ZA,Sub-Saharan Africa,Upper middle,FR,Europe & Central Asia,High,46536,7541,23548,216,2560,79,0.030859375,43976,137,0.003115336,9.905634124,0.004641568,0.028643416,0.108714116
NO-AU,NO,Europe & Central Asia,High,AU,East Asia & Pacific,High,45792,6857,28470,213,3145,73,0.023211447,42647,140,0.003282763,7.070704065,0.004651468,0.031063147,0.110467158
EE-SE,EE,Europe & Central Asia,High,SE,Europe & Central Asia,High,7091,1351,4655,213,1492,117,0.078418231,5599,96,0.017145919,4.573579926,0.030038076,0.157660992,0.320515575
NL-TR,NL,Europe & Central Asia,High,TR,Europe & Central Asia,Upper middle,171619,36327,103040,213,2634,52,0.019741838,168985,161,0.000952747,20.72095908,0.001241121,0.005863407,0.025562888
JP-IR,JP,East Asia & Pacific,High,IR,Middle East & North Africa,Lower middle,931361,62618,201783,213,1293,32,0.024748647,930068,181,0.000194609,127.170852,0.000228698,0.003401578,0.006407874
ES-IL,ES,Europe & Central Asia,High,IL,Middle East & North Africa,High,348691,47132,149667,212,4433,65,0.014662757,344258,147,0.000427005,34.33858001,0.000607988,0.004498006,0.029619088
CA-TR,CA,North America,High,TR,Europe & Central Asia,Upper middle,331986,58798,157507,212,1761,33,0.018739353,330225,179,0.000542055,34.57096495,0.000638581,0.003605565,0.011180455
US-GD,US,North America,High,GD,Latin America & Caribbean,Upper middle,2615677,243148,926952,212,1337,28,0.020942408,2614340,184,0.0000704,297.5574778,8.10E-05,0.000871897,0.001442362
SI-DE,SI,Europe & Central Asia,High,DE,Europe & Central Asia,High,12618,2002,7653,211,2327,97,0.041684572,10291,114,0.011077641,3.762946795,0.016722143,0.105394605,0.304063766
CZ-JP,CZ,Europe & Central Asia,High,JP,East Asia & Pacific,High,49125,6870,27795,211,2162,75,0.034690102,46963,136,0.002895897,11.9790533,0.004295165,0.030713246,0.077783774
IE-IT,IE,Europe & Central Asia,High,IT,Europe & Central Asia,High,41190,8333,22561,211,2798,61,0.021801287,38392,150,0.003907064,5.579966643,0.005122603,0.025321013,0.124019325
BG-UK,BG,Europe & Central Asia,Upper middle,UK,Europe & Central Asia,High,12939,2094,6651,210,1246,60,0.048154093,11693,150,0.012828188,3.753772071,0.016230002,0.100286533,0.18734025
CH-FI,CH,Europe & Central Asia,High,FI,Europe & Central Asia,High,111420,26940,72388,210,3085,61,0.019773096,108335,149,0.001375363,14.37663298,0.00188476,0.0077951,0.042617561
FR-CI,FR,Europe & Central Asia,High,CI,Sub-Saharan Africa,Lower middle,376508,76371,193058,210,1240,30,0.024193548,375268,180,0.000479657,50.43924731,0.000557757,0.002749735,0.00642294
TW-ID,TW,East Asia & Pacific,High,ID,East Asia & Pacific,Lower middle,162345,12502,49839,210,1111,44,0.03960396,161234,166,0.00102956,38.46689729,0.001293542,0.016797312,0.02229178
CA-TW,CA,North America,High,TW,East Asia & Pacific,High,331986,58798,157507,210,2108,64,0.030360531,329878,146,0.000442588,68.59774895,0.000632557,0.00357155,0.013383532
MY-BD,MY,East Asia & Pacific,Upper middle,BD,South Asia,Lower middle,72118,10457,31442,209,1500,78,0.052,70618,131,0.001855051,28.03157252,0.002898028,0.019986612,0.047706889
ID-DE,ID,East Asia & Pacific,Lower middle,DE,Europe & Central Asia,High,80913,3695,15274,209,1203,35,0.029093932,79710,174,0.002182913,13.3280305,0.002583021,0.056562923,0.078761294
HR-UK,HR,Europe & Central Asia,High,UK,Europe & Central Asia,High,16315,2224,8551,208,1842,66,0.035830619,14473,142,0.009811373,3.651947516,0.012749004,0.09352518,0.215413402
IN-AT,IN,South Asia,Lower middle,AT,Europe & Central Asia,High,437424,50061,117155,206,1670,29,0.017365269,435754,177,0.000406192,42.75133124,0.000470939,0.00411498,0.01425462
HU-NL,HU,Europe & Central Asia,High,NL,Europe & Central Asia,High,30883,6175,18020,206,2040,69,0.033823529,28843,137,0.004749853,7.120963933,0.006670336,0.033360324,0.113207547
SE-IS,SE,Europe & Central Asia,High,IS,Europe & Central Asia,High,102575,21422,63065,206,1503,50,0.0332668,101072,156,0.001543454,21.55347425,0.002008287,0.009616282,0.023832554
CO-UK,CO,Latin America & Caribbean,Upper middle,UK,Europe & Central Asia,High,31309,4311,14388,206,1797,70,0.038953812,29512,136,0.004608295,8.452977184,0.006579578,0.047784737,0.124895746
ZA-KE,ZA,Sub-Saharan Africa,Upper middle,KE,Sub-Saharan Africa,Lower middle,46536,7541,23548,205,1311,40,0.03051106,45225,165,0.003648425,8.362804244,0.004405192,0.027184724,0.055673518
AT-HU,AT,Europe & Central Asia,High,HU,Europe & Central Asia,High,66139,14393,41426,204,2389,52,0.021766429,63750,152,0.002384314,9.129012359,0.003084413,0.014173557,0.057669097
RU-NO,RU,Europe & Central Asia,Upper middle,NO,Europe & Central Asia,High,267511,19827,85747,204,2824,76,0.026912181,264687,128,0.00048359,55.65081666,0.000762585,0.010289,0.032934097
IT-TR,IT,Europe & Central Asia,High,TR,Europe & Central Asia,Upper middle,315823,59697,171682,204,5991,75,0.012518778,309832,129,0.000416355,30.06758199,0.000645931,0.003417257,0.034895912
JP-LK,JP,East Asia & Pacific,High,LK,South Asia,Lower middle,931361,62618,201783,203,838,40,0.047732697,930523,163,0.00017517,272.4930817,0.000217961,0.003241879,0.004152976
UY-US,UY,Latin America & Caribbean,High,US,North America,High,4484,812,3032,203,1097,108,0.098450319,3387,95,0.02804842,3.510012954,0.045272079,0.25,0.361807388
CM-FR,CM,Sub-Saharan Africa,Lower middle,FR,Europe & Central Asia,High,5448,1056,3920,203,1494,116,0.077643909,3954,87,0.022003035,3.528781794,0.03726138,0.192234848,0.381122449
UG-UK,UG,Sub-Saharan Africa,Low,UK,Europe & Central Asia,High,4945,1224,4061,202,1593,129,0.080979284,3352,73,0.021778043,3.718391249,0.040849343,0.16503268,0.392267914
EC-ES,EC,Latin America & Caribbean,Upper middle,ES,Europe & Central Asia,High,5379,822,3249,202,1240,106,0.085483871,4139,96,0.023194008,3.685601478,0.037553449,0.245742092,0.381655894
IN-NO,IN,South Asia,Lower middle,NO,Europe & Central Asia,High,437424,50061,117155,202,1668,43,0.025779376,435756,159,0.000364883,70.65105651,0.000461795,0.004035077,0.014237549
PL-DK,PL,Europe & Central Asia,High,DK,Europe & Central Asia,High,111589,12171,49777,202,2991,66,0.022066199,108598,136,0.001252325,17.62018408,0.001810214,0.016596829,0.060087992
ZA-BE,ZA,Sub-Saharan Africa,Upper middle,BE,Europe & Central Asia,High,46536,7541,23548,201,1976,75,0.037955466,44560,126,0.002827648,13.42298053,0.004319237,0.02665429,0.083913708
UK-KW,UK,Europe & Central Asia,High,KW,Middle East & North Africa,High,620073,107707,294247,200,724,21,0.029005525,619349,179,0.000289013,100.3605744,0.000322543,0.00185689,0.002460518
TZ-US,TZ,Sub-Saharan Africa,Lower middle,US,North America,High,4048,985,3328,200,1584,130,0.082070707,2464,70,0.028409091,2.888888889,0.049407115,0.203045685,0.475961538
CU-MX,CU,Latin America & Caribbean,Upper middle,MX,Latin America & Caribbean,Upper middle,5964,1484,3964,200,933,101,0.108252947,5031,99,0.019677996,5.501217967,0.033534541,0.134770889,0.235368315
LT-DE,LT,Europe & Central Asia,High,DE,Europe & Central Asia,High,11615,1264,5656,199,1495,72,0.048160535,10120,127,0.012549407,3.837674137,0.017133018,0.157436709,0.264321075
NL-IN,NL,Europe & Central Asia,High,IN,South Asia,Lower middle,171619,36327,103040,199,2242,31,0.01382694,169377,168,0.00099187,13.94027176,0.001159545,0.005478019,0.02175854
PL-HU,PL,Europe & Central Asia,High,HU,Europe & Central Asia,High,111589,12171,49777,199,2431,25,0.010283834,109158,174,0.00159402,6.45150995,0.00178333,0.016350341,0.048837817
PL-AU,PL,Europe & Central Asia,High,AU,East Asia & Pacific,High,111589,12171,49777,199,2972,60,0.020188425,108617,139,0.001279726,15.77558411,0.00178333,0.016350341,0.05970629
RU-BY,RU,Europe & Central Asia,Upper middle,BY,Europe & Central Asia,Upper middle,267511,19827,85747,199,4612,64,0.013876843,262899,135,0.000513505,27.02376409,0.000743895,0.010036818,0.053786138
MX-IT,MX,Latin America & Caribbean,Upper middle,IT,Europe & Central Asia,High,82026,10119,37635,199,2571,63,0.024504084,79455,136,0.001711661,14.31597055,0.00242606,0.019665975,0.068314069
NG-DE,NG,Sub-Saharan Africa,Lower middle,DE,Europe & Central Asia,High,28934,3944,11566,198,1082,60,0.055452865,27852,138,0.004954761,11.19183477,0.00684316,0.05020284,0.093550061
NP-IN,NP,South Asia,Lower middle,IN,South Asia,Lower middle,7127,1206,2923,198,836,62,0.074162679,6291,136,0.021618185,3.430569237,0.027781675,0.164179104,0.286007527
SA-AU,SA,Middle East & North Africa,High,AU,East Asia & Pacific,High,30776,5123,18245,198,1409,49,0.034776437,29367,149,0.005073722,6.854225711,0.006433585,0.038649229,0.077226637
DE-UA,DE,Europe & Central Asia,High,UA,Europe & Central Asia,Lower middle,617925,99584,325627,197,3910,63,0.016112532,614015,134,0.000218236,73.83086804,0.000318809,0.001978229,0.012007604
US-MW,US,North America,High,MW,Sub-Saharan Africa,Low,2615677,243148,926952,197,2081,104,0.049975973,2613596,93,0.0000356,1404.483907,7.53E-05,0.000810206,0.002244992
VN-FR,VN,East Asia & Pacific,Lower middle,FR,Europe & Central Asia,High,14483,2460,10103,197,1498,76,0.050734312,12985,121,0.009318444,5.444504518,0.013602154,0.080081301,0.14827279
CL-BR,CL,Latin America & Caribbean,High,BR,Latin America & Caribbean,Upper middle,35845,5227,18978,197,2716,82,0.030191458,33129,115,0.003471279,8.697502721,0.005495885,0.037688923,0.143113078
NL-NZ,NL,Europe & Central Asia,High,NZ,East Asia & Pacific,High,171619,36327,103040,197,2320,34,0.014655172,169299,163,0.000962794,15.22150941,0.001147892,0.005422964,0.022515528
PT-DK,PT,Europe & Central Asia,High,DK,Europe & Central Asia,High,63722,9785,34955,197,2407,64,0.026589115,61315,133,0.002169127,12.25798189,0.003091554,0.020132856,0.068859963
IN-PK,IN,South Asia,Lower middle,PK,South Asia,Lower middle,437424,50061,117155,197,1494,6,0.004016064,435930,191,0.000438144,9.166088438,0.000450364,0.003935199,0.012752337
IR-FI,IR,Middle East & North Africa,Lower middle,FI,Europe & Central Asia,High,155232,20341,59089,195,1512,38,0.025132275,153720,157,0.001021337,24.60721868,0.001256184,0.009586549,0.025588519
IN-IR,IN,South Asia,Lower middle,IR,Middle East & North Africa,Lower middle,437424,50061,117155,195,1969,39,0.019807009,435455,156,0.000358246,55.28885221,0.000445792,0.003895248,0.016806794
IT-KR,IT,Europe & Central Asia,High,KR,East Asia & Pacific,High,315823,59697,171682,195,3829,55,0.014364064,311994,140,0.000448727,32.01072641,0.000617434,0.003266496,0.022302862
KR-ID,KR,East Asia & Pacific,High,ID,East Asia & Pacific,Lower middle,308842,28777,104711,195,1147,21,0.018308631,307695,174,0.000565495,32.37628897,0.000631391,0.006776245,0.010953959
IR-AT,IR,Middle East & North Africa,Lower middle,AT,Europe & Central Asia,High,155232,20341,59089,194,1458,24,0.016460905,153774,170,0.001105518,14.88976035,0.001249742,0.009537388,0.024674643
RU-DK,RU,Europe & Central Asia,Upper middle,DK,Europe & Central Asia,High,267511,19827,85747,194,2232,72,0.032258065,265279,122,0.000459893,70.14251719,0.000725204,0.009784637,0.026030065
AT-CZ,AT,Europe & Central Asia,High,CZ,Europe & Central Asia,High,66139,14393,41426,194,3167,63,0.019892643,62972,131,0.00208029,9.562438988,0.002933216,0.013478774,0.076449573
PT-CA,PT,Europe & Central Asia,High,CA,North America,High,63722,9785,34955,194,2741,69,0.025173294,60981,125,0.002049819,12.28074134,0.003044474,0.019826265,0.078415105
GH-UK,GH,Sub-Saharan Africa,Lower middle,UK,Europe & Central Asia,High,6461,1391,4281,194,1436,79,0.055013928,5025,115,0.022885572,2.403869444,0.030026312,0.139468009,0.335435646
CZ-BE,CZ,Europe & Central Asia,High,BE,Europe & Central Asia,High,49125,6870,27795,193,2629,77,0.029288703,46496,116,0.002494838,11.7397201,0.003928753,0.028093159,0.094585357
NO-IT,NO,Europe & Central Asia,High,IT,Europe & Central Asia,High,45792,6857,28470,193,3799,74,0.01947881,41993,119,0.002833806,6.873728381,0.00421471,0.02814642,0.133438707
BE-ZA,BE,Europe & Central Asia,High,ZA,Sub-Saharan Africa,Upper middle,83707,19098,54184,193,2024,76,0.037549407,81683,117,0.001432367,26.21494206,0.002305661,0.01010577,0.037354201
FR-HU,FR,Europe & Central Asia,High,HU,Europe & Central Asia,High,376508,76371,193058,192,4191,57,0.013600573,372317,135,0.000362594,37.5090697,0.000509949,0.002514043,0.021708502
CH-GR,CH,Europe & Central Asia,High,GR,Europe & Central Asia,High,111420,26940,72388,191,2378,60,0.025231287,109042,131,0.001201372,21.00206088,0.001714234,0.007089829,0.032850749
SK-AT,SK,Europe & Central Asia,High,AT,Europe & Central Asia,High,18007,2646,10342,191,1624,85,0.052339901,16383,106,0.006470121,8.089477414,0.010606986,0.072184429,0.157029588
AU-TW,AU,East Asia & Pacific,High,TW,East Asia & Pacific,High,223090,37804,111340,191,2109,48,0.022759602,220981,143,0.000647114,35.17090591,0.000856157,0.005052375,0.01894198
JP-PL,JP,East Asia & Pacific,High,PL,Europe & Central Asia,High,931361,62618,201783,191,4100,50,0.012195122,927261,141,0.000152061,80.19901401,0.000205076,0.003050241,0.020318857
FR-TW,FR,Europe & Central Asia,High,TW,East Asia & Pacific,High,376508,76371,193058,191,2180,39,0.017889908,374328,152,0.000406061,44.05719459,0.000507293,0.002500949,0.011291943
RS-UK,RS,Europe & Central Asia,Upper middle,UK,Europe & Central Asia,High,20972,2584,10907,190,1940,68,0.035051546,19032,122,0.006410256,5.468041237,0.009059699,0.073529412,0.177867425
IT-CL,IT,Europe & Central Asia,High,CL,Latin America & Caribbean,High,315823,59697,171682,189,2628,55,0.020928463,313195,134,0.000427848,48.91559611,0.000598436,0.003165988,0.015307371
JP-NZ,JP,East Asia & Pacific,High,NZ,East Asia & Pacific,High,931361,62618,201783,189,2759,50,0.018122508,928602,139,0.000149687,121.0690455,0.000202929,0.003018301,0.013673104
IS-US,IS,Europe & Central Asia,High,US,North America,High,2838,788,2036,189,994,68,0.068410463,1844,121,0.065618221,1.042552838,0.066596195,0.239847716,0.488212181
JP-TR,JP,East Asia & Pacific,High,TR,Europe & Central Asia,Upper middle,931361,62618,201783,188,2065,38,0.018401937,929296,150,0.000161413,114.0056433,0.000201855,0.003002332,0.010233766
KE-ZA,KE,Sub-Saharan Africa,Lower middle,ZA,Sub-Saharan Africa,Upper middle,8636,2009,6525,188,1198,55,0.04590985,7438,133,0.017881151,2.567499718,0.021769338,0.093578895,0.183601533
NO-FI,NO,Europe & Central Asia,High,FI,Europe & Central Asia,High,45792,6857,28470,188,3662,75,0.020480612,42130,113,0.002682174,7.635824517,0.004105521,0.027417238,0.128626625
FI-BE,FI,Europe & Central Asia,High,BE,Europe & Central Asia,High,54501,10514,33625,188,2707,53,0.01957887,51794,135,0.00260648,7.511614607,0.003449478,0.017880921,0.080505576
EG-FR,EG,Middle East & North Africa,Lower middle,FR,Europe & Central Asia,High,68973,8576,26320,188,1373,49,0.035688274,67600,139,0.002056213,17.3563116,0.002725704,0.021921642,0.052165653
IE-ES,IE,Europe & Central Asia,High,ES,Europe & Central Asia,High,41190,8333,22561,187,2528,62,0.024525316,38662,125,0.003233149,7.585582278,0.004539937,0.022440898,0.112051771
UK-MW,UK,Europe & Central Asia,High,MW,Sub-Saharan Africa,Low,620073,107707,294247,187,1381,75,0.054308472,618692,112,0.000181027,300.0019396,0.000301577,0.001736192,0.004693336
AU-LK,AU,East Asia & Pacific,High,LK,South Asia,Lower middle,223090,37804,111340,186,951,35,0.036803365,222139,151,0.000679755,54.14213689,0.000833744,0.004920114,0.008541405
GR-DK,GR,Europe & Central Asia,High,DK,Europe & Central Asia,High,63976,12402,31436,185,1744,46,0.026376147,62232,139,0.002233578,11.8089235,0.002891709,0.014916949,0.055477796
SE-IR,SE,Europe & Central Asia,High,IR,Middle East & North Africa,Lower middle,102575,21422,63065,184,1113,43,0.038634322,101462,141,0.001389683,27.80081946,0.001793809,0.008589301,0.017648458
TW-FR,TW,East Asia & Pacific,High,FR,Europe & Central Asia,High,162345,12502,49839,184,2108,52,0.024667932,160237,132,0.00082378,29.94481341,0.001133389,0.014717645,0.042296194
MY-NZ,MY,East Asia & Pacific,Upper middle,NZ,East Asia & Pacific,High,72118,10457,31442,184,929,25,0.026910657,71189,159,0.002233491,12.04869644,0.002551374,0.017595869,0.029546467
FR-EG,FR,Europe & Central Asia,High,EG,Middle East & North Africa,Lower middle,376508,76371,193058,184,1843,25,0.01356484,374665,159,0.000424379,31.96396701,0.000488701,0.002409291,0.009546354
HU-BE,HU,Europe & Central Asia,High,BE,Europe & Central Asia,High,30883,6175,18020,183,1638,62,0.037851038,29245,121,0.004137459,9.148376876,0.00592559,0.029635628,0.090899001
CL-AU,CL,Latin America & Caribbean,High,AU,East Asia & Pacific,High,35845,5227,18978,183,1874,37,0.019743863,33971,146,0.004297783,4.59396427,0.005105315,0.035010522,0.098745916
ZA-ZW,ZA,Sub-Saharan Africa,Upper middle,ZW,Sub-Saharan Africa,Lower middle,46536,7541,23548,182,967,42,0.043433299,45569,140,0.003072264,14.13722854,0.003910951,0.02413473,0.041065059
BR-CN,BR,Latin America & Caribbean,Upper middle,CN,East Asia & Pacific,Upper middle,406687,33809,138687,181,4060,45,0.011083744,402627,136,0.000337782,32.81334215,0.00044506,0.005353604,0.029274553
